Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Mina,Mixed Breed,,42.38380,-71.13390,Neighborhood Nine
Peanut,Bull Mastiff,,42.37230,-71.13290,West Cambridge
Tucker Alvord,GOLDEN DOODLE MINI,,42.38820,-71.12740,Neighborhood Nine
Dewey,Portuguese Water Dog,,42.36470,-71.10460,Cambridgeport
Willy,Labraddoodle,,42.39000,-71.13610,Neighborhood Nine
Auggie ,Mixed Breed,,42.38160,-71.12510,Neighborhood Nine
Bergeron,Mixed Breed,,42.36870,-71.07570,East Cambridge
Merry,Pembroke Welsh Corgi,,42.38680,-71.11470,Baldwin
Sophie Kline,Mixed Breed,,42.37910,-71.13320,West Cambridge
Mali,Mixed Breed,,42.38120,-71.14230,West Cambridge
OLIVER,Basset Hound,,42.38230,-71.13130,West Cambridge
Max,Golden Retriever,,42.36260,-71.10710,Cambridgeport
CHLOE,Tzu-Chon,,42.38080,-71.13080,Neighborhood Nine
Roxanne,Bulldog,,42.39030,-71.12830,North Cambridge
Rocket,Mixed Breed,,42.38670,-71.12750,Neighborhood Nine
Jetta,Yorkie Terrier X,,42.36360,-71.10570,Cambridgeport
Snug,labradoodle,,42.39210,-71.13570,Neighborhood Nine
Lacy,Blue Lacy,,42.37790,-71.13830,West Cambridge
Fluffy,Goldendoodle,,42.36130,-71.11120,Cambridgeport
Jeff Williams,labredor retreiver,,42.36710,-71.08430,East Cambridge
Bailey,Golden Retriever,,42.38320,-71.12750,Neighborhood Nine
Teddy,Labradoodle,,42.36150,-71.09980,Cambridgeport
Rosie,Goldendoodle,,42.38200,-71.14360,West Cambridge
Ellie Jelly Belly K,Chocolate Lab,,42.38540,-71.12060,Baldwin
Winn,VIZSLA,,42.37480,-71.14900,Strawberry Hill
Wolfie,Goldendoodle,,42.38000,-71.14390,West Cambridge
Ducky Boy,American Pit Bull Terrier,,42.38090,-71.14070,West Cambridge
Oliver,Mixed Breed,,42.36880,-71.10890,Mid-Cambridge
Mia,Mixed Breed,,42.36640,-71.08000,East Cambridge
Mina,Labrador Retriever Mix,,42.38750,-71.13040,Neighborhood Nine
Ernie Hughes,Mixed Breed,,42.38520,-71.13090,Neighborhood Nine
Stella,Samoyed,,42.38930,-71.12630,Neighborhood Nine
Allie,Cavalier King Charles Spaniel,,42.38750,-71.13010,Neighborhood Nine
Raymond,Mixed Breed,,42.37410,-71.10890,Mid-Cambridge
Fiona,Boxer,,42.39950,-71.13580,North Cambridge
Maisy,Mixed Breed,,42.39510,-71.12560,North Cambridge
Yofi,Tibetan Terrier,,42.39060,-71.12870,North Cambridge
Benny,Yorkipoo,,42.38610,-71.12290,Neighborhood Nine
Louie,Vizsla,,42.35970,-71.09600,Area 2/MIT
Bruno,Mixed Breed,,42.39930,-71.13530,North Cambridge
Finn,Mixed Breed,,42.38080,-71.12310,West Cambridge
Ellie,Nova Scotia Duck Tolling Retriever,,42.36330,-71.07930,East Cambridge
Chilton,Mixed Breed,,42.38780,-71.13540,Neighborhood Nine
Finn,Mixed Breed,,42.37340,-71.08420,East Cambridge
Moxie,Shih Tzu,,42.35520,-71.11210,Cambridgeport
Hobbit,Beagle,,42.37140,-71.07800,East Cambridge
Morgan,Mixed Breed,,42.38220,-71.13510,West Cambridge
Obi,Cocker Spaniel,,42.37780,-71.11020,Mid-Cambridge
Harmony,terrier,,42.35960,-71.10770,Cambridgeport
Django,Soft Coated Wheaten Terrier,,42.37580,-71.11280,Mid-Cambridge
ROSIE,Boxer,,42.35780,-71.11110,Cambridgeport
Otto,American Staffordshire Terrier,,42.37040,-71.08420,East Cambridge
Piper,french Brittany,,42.36650,-71.10200,The Port
Leon,Newfoundland,,42.38370,-71.13360,West Cambridge
Lucy,sato,,42.38710,-71.11530,Baldwin
Bill,Mixed Breed,,42.35670,-71.10650,Cambridgeport
Etta,Terrier Mix,,42.37840,-71.15560,Strawberry Hill
Marley,Mixed Breed,,42.37040,-71.10650,Mid-Cambridge
Ivy mamma,Lab mix,,42.37570,-71.09480,Wellington-Harrington
Cooper,Pomsky,,42.37100,-71.11340,Mid-Cambridge
Daphne,Viszla,,42.38160,-71.14050,West Cambridge
Miso,Mixed Breed,,42.38540,-71.12850,Neighborhood Nine
Alba,Labradoodle,,42.38650,-71.11890,Baldwin
Erin,Mixed Breed,,42.38490,-71.12500,Neighborhood Nine
Dia ,Mixed Breed,,42.38290,-71.13240,Neighborhood Nine
Taz,Mixed Breed,,42.36000,-71.11220,Cambridgeport
Wendy,Mixed Breed,,42.38320,-71.11580,Baldwin
Rosie Green,Mixed Breed,,42.37500,-71.07640,East Cambridge
Lolo,Mixed Breed,,42.37090,-71.10550,Mid-Cambridge
Ophelia,Golden Retriever,,42.39410,-71.13240,North Cambridge
ROCCO,Mixed Breed,,42.37150,-71.08990,Wellington-Harrington
Ronja,HAVAPOO,,42.39600,-71.13640,North Cambridge
Rosie,West Highland White Terrier,,42.37050,-71.08130,East Cambridge
Rosie Bordone,Golden Ret,,42.38510,-71.13280,Neighborhood Nine
Casca,Beagle,,42.38460,-71.12050,Baldwin
cooper,Coton de Tulear,,42.38090,-71.15050,Strawberry Hill
Brodie,Mixed Breed,,42.36840,-71.07930,East Cambridge
Roscoe,Boston Terrier Mix,,42.38810,-71.15540,Cambridge Highlands
Nova,French Bulldog,,42.39350,-71.14910,North Cambridge
CLEA,Jack Russel Terrier,,42.37470,-71.13830,West Cambridge
Boone,Goldendoodle,,42.39520,-71.13190,North Cambridge
RONNIE,Portuguese Water Dog,,42.37050,-71.10160,The Port
FRANKIE,Mix,,42.38270,-71.14280,West Cambridge
SOFI,Shih Tzu,,42.36950,-71.08720,Wellington-Harrington
Preston,Poodle,,42.39100,-71.14660,Cambridge Highlands
Luna,Labrador Retriever,,42.39200,-71.13280,North Cambridge
ISIS,Siberian Husky,,42.38330,-71.13850,West Cambridge
Ruby,Collie,,42.38600,-71.12580,Neighborhood Nine
BENJI,Schnauzer Mix,,42.39880,-71.13430,North Cambridge
Sophie,Bernedoodle,,42.38960,-71.13620,North Cambridge
Flash,Labrador Retriever,,42.36240,-71.08140,East Cambridge
Figgy,Mixed Breed,,42.37090,-71.10000,Mid-Cambridge
Ollie,Mixed Breed,,42.38820,-71.13270,Neighborhood Nine
Delphine,Chihuahua,,42.36350,-71.10130,Cambridgeport
Daisy,golden retriever,,42.39580,-71.12380,North Cambridge
Gus,Shepherd Mix,,42.36880,-71.08930,East Cambridge
Rigsby,Mutt,,42.38270,-71.13440,West Cambridge
COOKIE,Yorksire Terrier,,42.35660,-71.10650,Cambridgeport
Lydia,Bernedoodle,,42.39550,-71.12500,North Cambridge
Shadow,Labrador Retriever,,42.38130,-71.13440,West Cambridge
Che,LABRADOODLE,,42.37780,-71.13990,West Cambridge
Mika,Border Terrier,,42.38050,-71.12480,Neighborhood Nine
Navi,Mixed Breed,,42.39850,-71.12970,North Cambridge
Sookie,Mixed Breed,,42.37030,-71.09330,Wellington-Harrington
Cosmo,Cavalier King Charles Spaniel,,42.37850,-71.10940,Mid-Cambridge
Sonny,Mixed Breed,,42.39480,-71.13310,North Cambridge
Benny Levine,Mixed Breed,,42.38620,-71.13760,Neighborhood Nine
Olive Gardner,Mixed Breed,,42.36350,-71.10130,Cambridgeport
Sir Lancelot,French Bulldog,,42.35890,-71.10410,Cambridgeport
Skye,Golden Retriever,,42.39170,-71.12360,North Cambridge
Louie ,Goldendoodle,,42.38070,-71.13330,Neighborhood Nine
Sunflower Sunshine (Sunny),Golden Retriever,,42.38360,-71.13730,West Cambridge
Magnolia,Mixed Breed,,42.36420,-71.08250,East Cambridge
Seva,Vizla Mix,,42.37320,-71.12470,West Cambridge
Tootsie,Labrador Retreiver ,,42.36830,-71.08220,East Cambridge
REX,Yorkshire  Terrier,,42.37120,-71.07930,East Cambridge
Henry,Poodle,,42.39350,-71.11860,North Cambridge
Dali Cicero,Poodle,,42.37110,-71.10190,Mid-Cambridge
Maisy,Cotton De Toulear,,42.37830,-71.13940,West Cambridge
Penelope,Mixed Breed,,42.38880,-71.12350,North Cambridge
Red,Beagle ,,42.39490,-71.13300,North Cambridge
Bailey,Australian Kelpie Mix,,42.39900,-71.12890,North Cambridge
Mr. Eliot,Mixed Breed,,42.36740,-71.08690,East Cambridge
Oscar Wilde,Goldendoodle,,42.37530,-71.14550,West Cambridge
Bono,Cockapoo,,42.40180,-71.13790,North Cambridge
Buda,VIZSLA,,42.36980,-71.09510,The Port
Jamie,Labrador Retriever,,42.39130,-71.12420,Neighborhood Nine
Charlie,Mixed Breed,,42.37550,-71.10730,Mid-Cambridge
Olive,TERRIER X,,42.36510,-71.10960,Riverside
Tagalong,LAB   MIX,,42.38250,-71.13610,Neighborhood Nine
LUCY,Cockapoo,,42.36120,-71.10940,Cambridgeport
Rumi,Samoyed,,42.36640,-71.08630,East Cambridge
Oscar,LEONBERGER,,42.38440,-71.12790,Neighborhood Nine
DELILAH,LABRADOR RETREIVER,,42.36150,-71.11210,Cambridgeport
Kristoff,POMERANIAN   X,,42.37490,-71.09980,Wellington-Harrington
Emma,Labrador Retriever,,42.38090,-71.12330,Neighborhood Nine
Millie,Beagle,,42.38890,-71.13230,Neighborhood Nine
Edgar,Nova Scotia Duck Tolling Retriever,,42.36010,-71.11230,Cambridgeport
ZURI,Labrador Retriever X,,42.37500,-71.14110,West Cambridge
Rocky,Mixed Breed,,42.36520,-71.11140,Riverside
Bowie,Bernedoodle,,42.36910,-71.08690,East Cambridge
Izzy,Goldendoodle,,42.35900,-71.10970,Cambridgeport
Oscar Madison,Golden Doodle,,42.38320,-71.11780,Baldwin
Izzy (Isabella),Yorkie,,42.36960,-71.10890,Riverside
TUXEDO,Labrador Retriever X,,42.37770,-71.14720,Strawberry Hill
LOUISA,Collie X,,42.35820,-71.11350,Cambridgeport
Gemma,Mixed Breed,,42.39350,-71.13140,North Cambridge
Cadbury,Cockapoo,,42.37470,-71.12860,West Cambridge
Willow,shih Tzu,,42.36000,-71.10900,Cambridgeport
Puck,Siberian Husky,,42.36730,-71.10790,Mid-Cambridge
Pellet,mixed breed,,42.36720,-71.11520,Riverside
Ginger,Mixed Breed,,42.36730,-71.11540,Riverside
DOOGIE,Labradoodle Mix,,42.38030,-71.10940,Baldwin
Doki,Shi Tzu,,42.39750,-71.13430,North Cambridge
LULU,WHEATEN TERRIER,,42.38840,-71.13320,North Cambridge
Ben Alan Donatello,Poodle,,42.39410,-71.14600,Cambridge Highlands
Nola,POODLE MIX,,42.36370,-71.11030,Cambridgeport
Oona,Mixed Breed,,42.38790,-71.12840,Neighborhood Nine
Comet,Mixed Breed,,42.38750,-71.13220,Neighborhood Nine
Lusa,Cockapoo,,42.38170,-71.13720,West Cambridge
Rylie,Cairn Terrier Mix,,42.37010,-71.09560,The Port
Data,Mixed Breed,,42.39600,-71.12820,North Cambridge
Chico,Mixed Breed,,42.39040,-71.12570,Neighborhood Nine
Yogi,HAVANESE,,42.37850,-71.14360,West Cambridge
Breagha,Labrador Retriever,,42.36290,-71.11160,Cambridgeport
Stella,Goldendoodle,,42.35930,-71.11190,Cambridgeport
SPARKY,Labradoodle,,42.37870,-71.13370,West Cambridge
Callie,Lab  Mix,,42.37100,-71.08940,East Cambridge
Wilson,Corgi,,42.40170,-71.13640,North Cambridge
Rescue,Labrador Retriever,,42.35790,-71.10370,Cambridgeport
Bella,Chihuahua,,42.38870,-71.13170,North Cambridge
Madison,Mixed Breed,,42.37380,-71.13500,West Cambridge
Lewis,Poodle,,42.36960,-71.08690,East Cambridge
Beemo,Dachshund,,42.36900,-71.10860,Mid-Cambridge
Penny,Mixed Breed,,42.39430,-71.12890,North Cambridge
Sonora,Great Pyrenees ,,42.38600,-71.13680,West Cambridge
Princess Dolores,American Eskimo Dog,,42.37030,-71.08330,East Cambridge
Captain,Maltese Shih Tzu,,42.37000,-71.07170,East Cambridge
Luna,Goldendoodle,,42.37670,-71.13890,West Cambridge
Valkyrie,Nova Scotia Duck Tolling Retriever,,42.37340,-71.11370,Mid-Cambridge
Tito,Norwich Terrier,,42.37820,-71.12840,West Cambridge
Annie,Dachshund,,42.39410,-71.12530,North Cambridge
Nomsi,Pug,,42.37000,-71.10740,Mid-Cambridge
Max,Golden Retriever,,42.37040,-71.11390,Riverside
Badger,cockapoo,,42.38400,-71.14120,West Cambridge
Zelda,Australian  Shepherd,,42.38310,-71.13080,West Cambridge
Everly,Beagle,,42.38840,-71.14540,Cambridge Highlands
SCARLETT,Treeing Coonhound,,42.39650,-71.13500,North Cambridge
Peaches,Mixed Breed,,42.38340,-71.13220,Neighborhood Nine
Otto,German Shorthaired Pointer,,42.38300,-71.14050,West Cambridge
Rusty,Mixed Breed,,42.37490,-71.10940,Mid-Cambridge
Covie Adeff,Australian Cattle Dog,,42.37310,-71.10650,Mid-Cambridge
Marlowe,Mixed Breed,,42.37460,-71.09400,Wellington-Harrington
Milo,Boston Terrier,,42.36450,-71.09320,The Port
Grady,Mixed Breed,,42.39020,-71.12660,North Cambridge
Pepper,Cockapoo,,42.36010,-71.10540,Cambridgeport
Zelda,Mixed Breed,,42.39510,-71.12520,North Cambridge
Mikey,Poodle/Shitzu,,42.36360,-71.11030,Cambridgeport
Tupper,Treeing Walker Coonhound,,42.36790,-71.09360,Wellington-Harrington
Coconut,Bernedoodle,,42.36470,-71.09890,The Port
Puffin,Pug,,42.36880,-71.09080,Wellington-Harrington
Theo,Mixed Breed,,42.38180,-71.13620,West Cambridge
PESO,Australian  Shepherd,,42.37950,-71.14490,West Cambridge
Pepper,West Highland terrior,,42.37890,-71.12370,Neighborhood Nine
ABBY,Australian  Shepherd X,,42.36290,-71.11380,Cambridgeport
Russell,Mixed Breed,,42.36330,-71.07620,East Cambridge
Russell,Golden Retriever,,42.37990,-71.14200,West Cambridge
Tobie,West Highland White Terrier,,42.35960,-71.10370,Cambridgeport
Nila,Mixed Breed,,42.36500,-71.10400,Cambridgeport
Miller,Mixed Breed,,42.36160,-71.10890,Cambridgeport
Rudy,Mixed Breed,,42.37480,-71.11230,Mid-Cambridge
SACHI,German Shepherd,,42.37130,-71.09650,Wellington-Harrington
Celeste,Havanese,,42.38830,-71.12320,Neighborhood Nine
Toby,Soft Coated Wheaten Terrier,,42.39730,-71.13470,North Cambridge
Brooklyn,Cavalier King Charles Spaniel,,42.37830,-71.14550,West Cambridge
Parsley,Mixed Breed,,42.36570,-71.11000,Cambridgeport
Sammie,French Bulldog,,42.37730,-71.12870,West Cambridge
Zelda,Mixed Breed,,42.36200,-71.10660,Cambridgeport
Julius,Golden Retriever,,42.39240,-71.11870,North Cambridge
MAYA,SHELTIE,,42.37040,-71.08700,East Cambridge
Bao Bao,Labrador Retriever,,42.38510,-71.13350,Neighborhood Nine
Teddy,multi poo,,42.37780,-71.13000,West Cambridge
Jules,Labrador Retriever,,42.35900,-71.11210,Cambridgeport
ECCO,Labradoddle,,42.37770,-71.13360,West Cambridge
Sofi,shilo shephard,,42.36110,-71.10930,Cambridgeport
SANDY,Shih Tzu,,42.37520,-71.14050,West Cambridge
Toph,Mixed Breed,,42.37740,-71.11680,Mid-Cambridge
LUCY,Cockapoo,,42.37700,-71.12470,West Cambridge
MARS,Pug X,,42.37000,-71.09740,Wellington-Harrington
Tucker,Siberian  Husky,,42.38710,-71.13560,West Cambridge
Maple,Mixed Breed,,42.36770,-71.10250,Mid-Cambridge
Figgs,Mixed Breed,,42.38370,-71.13390,Neighborhood Nine
Cheo,Cocker,,42.37090,-71.08350,East Cambridge
Yeti,Goldendoodle,,42.38200,-71.14100,West Cambridge
WILLOW,LABRADOR RETRIEVER,,42.39300,-71.13230,North Cambridge
Tessi,Bernedoodle,,42.37610,-71.12440,West Cambridge
Georgia O'Keefe (Geo),English Setter,,42.38050,-71.14200,West Cambridge
Caesar,Labradoodle,,42.36410,-71.10580,Riverside
Misty,Mixed Breed,,42.37190,-71.09960,Wellington-Harrington
RAY RAY,Mix,,42.35870,-71.10550,Cambridgeport
Biscuit Grape-Juice,Treeing Walker Coonhound,,42.38420,-71.11760,Baldwin
BOLT,Basenji,,42.36060,-71.10650,Cambridgeport
Lucy ,Great Pyrenees,,42.40080,-71.13260,North Cambridge
Walter,Mixed Breed,,42.39350,-71.11910,North Cambridge
Jack,Poodle,,42.36860,-71.10760,Riverside
Penny,Mixed Breed,,42.37440,-71.08970,Wellington-Harrington
Cassius,Mixed Breed,,42.37240,-71.10850,Mid-Cambridge
Tank,American Bully,,42.37090,-71.09070,Wellington-Harrington
Colby,Golden  Retriever,,42.38190,-71.13920,West Cambridge
Cora,Mixed Breed,,42.37370,-71.15100,Strawberry Hill
Pearl,labradoodle,,42.37580,-71.09890,Wellington-Harrington
Beau Kirpalani,GOLDEN DOODLE MINI,,42.38050,-71.11420,Baldwin
Harck,Great Pyrenees Mix,,42.37060,-71.08030,East Cambridge
Lychee,Mixed Breed,,42.39460,-71.12970,North Cambridge
BOOMER,Labradoddle,,42.37680,-71.13410,West Cambridge
Keena,golden mix,,42.37810,-71.13110,West Cambridge
Enzo,Labradoodle,,42.37280,-71.14120,West Cambridge
Elise,English Cocker Spaniel,,42.39260,-71.12450,North Cambridge
Alfie,Brittany,,42.38100,-71.11860,Neighborhood Nine
ARCHIE,Newfoundland,,42.35430,-71.10810,Cambridgeport
Cheese,Labrador Retriever,,42.38070,-71.13730,West Cambridge
Ada,Mixed Breed,,42.39260,-71.13000,North Cambridge
Sebastian,Pitbull,,42.35610,-71.10930,Cambridgeport
Ellie,Mixed Breed,,42.38900,-71.12490,Neighborhood Nine
IZZY,Spaniel Mix,,42.35930,-71.10400,Cambridgeport
Kobe,Sheltie X,,42.38640,-71.12580,Neighborhood Nine
Freddy,Shep Mix,,42.38630,-71.12280,Neighborhood Nine
CATO,Golden Doodle,,42.35820,-71.10950,Cambridgeport
Clyde,Mixed Breed,,42.37990,-71.13900,West Cambridge
Maisie,Norwich Terrier,,42.36600,-71.10410,Mid-Cambridge
Josie,yorkie/poodle,,42.36350,-71.10770,Cambridgeport
Greta,German Shepherd Dog,,42.37500,-71.14140,West Cambridge
MAVERICK,LABRADOODLE,,42.38590,-71.11400,Baldwin
PANDA,Portuguese  Water  Dog,,42.37430,-71.13940,West Cambridge
Maggie Mae,Dachshund,,42.37420,-71.13220,West Cambridge
Brady,pug,,42.37140,-71.13970,West Cambridge
Butchie,Yorkshire,,42.36840,-71.09800,The Port
Chloe,Mixed Breed,,42.37560,-71.07830,East Cambridge
Phoebe,Labradoodle,,42.38570,-71.12650,Neighborhood Nine
Charlie,Mixed Breed,,42.35900,-71.11030,Cambridgeport
Seymour,Mixed Breed,,42.38380,-71.13900,West Cambridge
Basil,Border Collie,,42.35950,-71.10980,Cambridgeport
Luna,Labrador Retriever,,42.37790,-71.11300,Baldwin
Ellie,Beagle  Mix,,42.37110,-71.10290,Mid-Cambridge
Lucy,Mixed Breed,,42.36860,-71.10310,The Port
Chip,Miniature Pinscher,,42.40210,-71.12970,North Cambridge
ALLIE,Cockerpoo,,42.38280,-71.12170,Neighborhood Nine
Jesse,Poodle,,42.38220,-71.12220,Neighborhood Nine
BACI,LABRADOR RETREIVER,,42.36670,-71.10610,Mid-Cambridge
Stevie,Mixed Breed,,42.39070,-71.11700,North Cambridge
Olive,Mixed Breed,,42.38300,-71.11750,Baldwin
Daisy (shelter name: Delilah) ,Jack Russell Terrier,,42.36100,-71.10190,Cambridgeport
Sugar,Mixed Breed,,42.39090,-71.13500,North Cambridge
Emma,Mixed Breed,,42.37170,-71.09910,The Port
Abel,Mixed Breed,,42.38580,-71.12530,Neighborhood Nine
Otis,Mixed Breed,,42.38480,-71.13080,Neighborhood Nine
Bella,Mixed Breed,,42.37110,-71.10040,Mid-Cambridge
MAYBEL,Chihuahua X,,42.37010,-71.08320,East Cambridge
Daisy,Poodle,,42.38340,-71.12830,Neighborhood Nine
Millie,Boxer mix,,42.37070,-71.10390,Mid-Cambridge
TIGER,Cockerpoo,,42.37590,-71.12780,West Cambridge
Macaron,Shiba Inu,,42.36990,-71.08370,East Cambridge
Emmit,POODLE,,42.37940,-71.14850,Strawberry Hill
Maisie,Terrier,,42.35910,-71.11150,Cambridgeport
Noodle,Mixed Breed,,42.36490,-71.11060,Riverside
Wolfie,Australian Shepherd,,42.39000,-71.11880,North Cambridge
Masie Pearl,Mixed Breed,,42.38090,-71.13750,West Cambridge
Auggie,Mixed Breed,,42.38520,-71.11900,Neighborhood Nine
Fenway,Golden Retriever,,42.36930,-71.09460,Wellington-Harrington
Peadar ,Jack Russell Terrier,,42.39750,-71.12860,North Cambridge
Archie,Mixed Breed,,42.38370,-71.13290,Neighborhood Nine
Maggie,Golden Retriever,,42.37310,-71.14110,West Cambridge
Henny,Boxer,,42.38400,-71.12260,Neighborhood Nine
WINNIE,POODLE,,42.39070,-71.12820,North Cambridge
Taro,Jack Russell Terrier,,42.36970,-71.09810,Mid-Cambridge
Hal,Havanese,,42.39220,-71.12040,North Cambridge
Belinda,LABRADOODLE,,42.38580,-71.13990,Neighborhood Nine
Luna,Standard Poodle,,42.37250,-71.13780,West Cambridge
Bodacious Pritchard,Mixed Breed,,42.37860,-71.13760,West Cambridge
Belle,Mixed Breed,,42.37900,-71.15090,Strawberry Hill
Lulu,Australian Labadoodle,,42.36830,-71.10180,The Port
Susy,Mixed Breed,,42.38660,-71.13230,Neighborhood Nine
